Date;Survival prob
 19-Feb-2009 ;0.995178312796119
 19-Feb-2010 ;0.989368853705969
 21-Feb-2011 ;0.982531959962859
 20-Feb-2012 ;0.974039092690540
 19-Feb-2013 ;0.966856035628555
 19-Feb-2014 ;0.960934489174415
 19-Feb-2015 ;0.952720416479624
