Date,survProb
2009-02-19,0.995189915408857
2010-02-19,0.989397042587982
2011-02-21,0.982582682981541
2012-02-20,0.974123010941491
2013-02-19,0.966965464711032
2014-02-19,0.961061185820264
2015-02-19,0.95287950173289
