,q_0.005,q_0.01,q_0.015,q_0.02,q_0.025,q_0.03,q_0.035,q_0.04,q_0.045,q_0.05,q_0.5,q_0.95,q_0.955,q_0.96,q_0.965,q_0.97,q_0.975,q_0.98,q_0.985,q_0.99,q_0.995
Hour 11,0.04994447168667584,0.09039314936052627,0.1260400600468938,0.1581620873014524,0.1932861915153836,0.22717076355924948,0.2592478103243152,0.2893362874861823,0.3173534452659872,0.34294044983598787,1.3487350499323065,0.36324769900141185,0.33584206635371683,0.307815496642962,0.27816545247975444,0.24717442334371495,0.21390836470173655,0.1788288645811619,0.14128804180704121,0.10071134885714578,0.055460042294494076
Hour 12,0.04539780792797177,0.08050211905545104,0.11185210329552907,0.13944512886893903,0.16869730014882162,0.21726633518950383,0.2595153316559266,0.29952093344749686,0.3356195421522234,0.365779252581138,1.3642782617124387,0.41370889724724846,0.38203618519041355,0.3488401064071257,0.31375734334143834,0.2773929899667165,0.23920625910276813,0.19901067660538924,0.1562704478367782,0.11031793528314318,0.06032926960335082
Hour 13,0.04489059185486937,0.07948593033066778,0.11490105758427867,0.15635217756766193,0.19807772025095727,0.24155295464523413,0.28860237079722617,0.33203777632499565,0.3689043691722898,0.404898511069991,1.368429428828198,0.42772214532459973,0.3941479279223782,0.35915396291017854,0.32296833688213217,0.28546715814443935,0.2459274800231813,0.2044395642420185,0.1604018461473745,0.1133173601682968,0.06178554476480076
Hour 14,0.0866654977487507,0.1472079430069193,0.19084251097835334,0.2285379367591395,0.26226634870782145,0.28961234625049703,0.3180983887717767,0.3424215328307516,0.37161167631646885,0.3971550132538743,1.4577816210834533,0.44973001006103275,0.41473710433869493,0.37817545844177114,0.340205984911806,0.3005562260660825,0.2588330175718619,0.21507055932546545,0.16884375232252952,0.11925824280969269,0.06486142013588583
Hour 15,0.050664058457182894,0.09032008476937457,0.12838519692113745,0.18030066679034853,0.22316390237093728,0.2613087748138931,0.3001176774337053,0.33320242831871655,0.36394480909259175,0.38911919080224905,1.492644754949403,0.4366549572790316,0.40285325173079206,0.36756150847355695,0.33127132112513363,0.2931493718011631,0.25344859615425447,0.211532707428217,0.16650044459870728,0.11805839850806626,0.06456242226231652
Hour 16,0.06014831241357682,0.10871372516558765,0.15181151190723996,0.19160880371826974,0.22814417932482042,0.2625605531240081,0.29484037670938773,0.32504501795098384,0.3535752737735165,0.3813885695591265,1.3357060385611574,0.3900636588480176,0.3616622646251754,0.3318984867196749,0.3004723119552016,0.26708652749147255,0.23196749353888726,0.19448827478468883,0.15408215965524455,0.11005964617642136,0.060944968538010146
Hour 17,0.06228332122478025,0.11313008941858481,0.15862393822617366,0.19997982208697362,0.23817416869257915,0.2748936111192413,0.30937753982786936,0.34204392195153727,0.37299645838690293,0.402835760417818,1.2067550914493212,0.37354538491164735,0.34649087832839404,0.31840477159666647,0.2887856080995503,0.25693545167032716,0.2232834051801331,0.18749620035515024,0.14882818778278264,0.10651328157572844,0.05936988122254299
Hour 18,0.05869441352432127,0.1059007194488417,0.14846272585586742,0.18769051872844322,0.22402612185791212,0.25792907376527113,0.2901488216703227,0.31981284454752335,0.34830767159699155,0.3755337215989502,1.1924655885651885,0.37932710089947624,0.3520011638959917,0.3226331209397741,0.29259201591228184,0.2608117606610891,0.22640720827117652,0.18937403649431012,0.1500815719615615,0.10727803121151226,0.059435300753296075
Hour 19,0.06174877513645728,0.11269226711180705,0.15894947252195235,0.20192554000563567,0.24198420096146472,0.279902044367194,0.3160418470261376,0.3502072623921124,0.3833086537144098,0.4149715306850626,1.403893406011026,0.42601685895238856,0.39613773323207047,0.3639939390248368,0.33054588304620264,0.2921819189057903,0.25259589923299086,0.20932834991507648,0.1559250752090213,0.0987826399489613,0.052380778903408504
Hour 20,0.06422854828120608,0.1173276391446521,0.1652858097262507,0.21005242032211843,0.2518893497712618,0.2908720991941217,0.32884296720687933,0.3644518709019127,0.398607695207995,0.43108158441684724,1.3616076543192386,0.41640406836861515,0.38450779736347956,0.3521562156862339,0.3176913708776726,0.2774973625817974,0.2314304168309654,0.1823426881003941,0.1322714030149771,0.09526711636325347,0.05315333284843907
Hour 21,0.05946101494671067,0.10862394205663711,0.1531103289362559,0.19397685057602665,0.23246870494575927,0.2686876437530997,0.30333387968832376,0.33566998718083485,0.36734805931182407,0.3969801498538843,1.2265775549192006,0.32286371828545235,0.2941953949404322,0.27155237252060777,0.24691231926228122,0.22049912283734846,0.19238679581671017,0.16187253083876774,0.1289040221189424,0.09262521130616638,0.05163045120992087
Hour 22,0.05498715160791803,0.100114138770568,0.14062958355535726,0.17834349395946802,0.21363460466787249,0.2469576637960153,0.2785250500880673,0.3085721881575855,0.3368519977401693,0.36393246653645606,1.2524911197987358,0.29648546276085785,0.2761159867220988,0.2546978055624803,0.231280349388873,0.20674926005532362,0.1799949692101779,0.15152319307121428,0.1204088454709179,0.08668949368312084,0.04796043489683354
Hour 23,0.05294715846493607,0.09610266829795973,0.13542598333411363,0.1715096747814767,0.20462670695146454,0.23576479983356297,0.26581841797582073,0.2938537035864684,0.32064026024571907,0.3460331411895999,1.3044551231707535,0.3131906613762432,0.29090274395250804,0.2669714101424635,0.24202162710390251,0.21568998530147915,0.18811913188204862,0.1578988684873374,0.12531423835553118,0.08960437302086378,0.049713729137765
Hour 24,0.06201091628680773,0.11296391358522215,0.15892528518832846,0.20130908992709254,0.24147355815429647,0.27903333953082093,0.3147023632654249,0.34874366685619307,0.3803505582855047,0.4113530780413809,1.2775878320676084,0.39330366672593065,0.3544273550970111,0.3131699573125308,0.27828346871260606,0.24405638545188116,0.20462467191955766,0.16702293166432433,0.13312056539310646,0.09556551997604955,0.05329826927865619
