,q_0.005,q_0.01,q_0.015,q_0.02,q_0.025,q_0.03,q_0.035,q_0.04,q_0.045,q_0.05,q_0.5,q_0.95,q_0.955,q_0.96,q_0.965,q_0.97,q_0.975,q_0.98,q_0.985,q_0.99,q_0.995
Hour 11,0.09457519645690919,0.1492244552612305,0.20638083801269533,0.2705054519653321,0.31853309249877937,0.340268962097168,0.38469886627197275,0.41722413024902355,0.4108220775604249,0.37500735473632824,0.42755043029785256,0.3926825408935549,0.37127668304443384,0.3731723693847659,0.3452134338378909,0.29859986572265645,0.25619568252563496,0.20631343383789078,0.1750304855346681,0.12032815704345712,0.06559723739624028
Hour 12,0.06480818023681639,0.12553131561279293,0.18148482055664056,0.24068055114746087,0.26895381164550775,0.3210804885864257,0.3457081954956054,0.3855533782958983,0.4273431221008299,0.39796583557128895,1.6605432128906266,0.44735334014892636,0.40912620391845755,0.41132963256835986,0.3825095397949223,0.3287386184692387,0.2777880554199222,0.22337988891601587,0.183962910461426,0.14356784362792985,0.0719755531311036
Hour 13,0.10201180343627929,0.20195281753540037,0.2779368747711181,0.3351039077758789,0.40851244354248045,0.4745974662780761,0.5488818470001221,0.5542826751708984,0.5267278186798094,0.3146288757324218,0.7326287078857412,0.22950736236572297,0.3632553108215336,0.33963417968750037,0.29925672378540075,0.26422995300293,0.22500377273559596,0.21320209960937522,0.16002391204834002,0.11641062011718763,0.10144398803710948
Hour 14,0.0893903606414795,0.17767108306884766,0.2545730403900146,0.3271210739135742,0.3990092124938965,0.40330900268554687,0.4682616306304932,0.5240917724609375,0.569048424911499,0.5754770927429199,0.6536824035644528,0.2818113632202151,0.3239986885070804,0.3499147277832035,0.3103028511047366,0.29512334747314484,0.2497335586547854,0.21206597595214863,0.15977446517944352,0.10868416442871104,0.06266073532104498
Hour 15,0.09486252975463867,0.18332275772094725,0.2670823059082031,0.33943829345703125,0.4052857494354248,0.48312344741821284,0.524895938873291,0.5816337738037108,0.6373031787872313,0.686120433807373,0.01194305419921804,0.18543003082275414,0.2968576927185062,0.26698202514648467,0.2725713119506839,0.23418198394775416,0.21037134170532248,0.17186480712890642,0.12908302688598647,0.11181787109375012,0.05945814895629889
Hour 16,0.10621748294830323,0.20492512397766113,0.27106057662963867,0.36084533081054687,0.42835611534118656,0.4486209205627441,0.518402108001709,0.5911745330810547,0.6395988613128661,0.6735256042480469,1.731702651977539,0.3387565765380863,0.33456082763671907,0.3099405029296878,0.27513928527832054,0.247839326477051,0.228818614959717,0.2036314453125002,0.17155060272216813,0.12894897766113292,0.06506710205078131
Hour 17,0.08372176055908202,0.1506217361450195,0.21799578323364255,0.28083335418701166,0.33454837226867673,0.39238494186401357,0.45583151969909663,0.5075291351318358,0.5541530410766601,0.5569695358276366,1.164006118774413,0.36425982666015666,0.3416342170715336,0.3551390930175785,0.3142124732971195,0.27164412231445345,0.2500249443054202,0.22024265747070337,0.17531487808227558,0.12232050170898451,0.06715699310302742
Hour 18,0.08203428497314452,0.15138027648925778,0.22497259826660151,0.2920597549438476,0.36189461898803704,0.42686492385864244,0.48157085113525383,0.5403096954345702,0.5803299728393553,0.6107143630981444,1.9383661651611312,0.28056752777099647,0.2682294639587406,0.2901945312500004,0.2695179016113285,0.2639858871459964,0.2279358749389651,0.19365889587402368,0.16426957397460956,0.11045505065917982,0.05774886856079108
Hour 19,0.08608687019348146,0.16817139816284182,0.24415516662597658,0.30912363433837897,0.3446118164062501,0.4054176864624024,0.4695780773162843,0.5166411285400392,0.5481095066070558,0.5837048149108889,1.9315353393554702,0.3679092788696291,0.335194965362549,0.3086462707519533,0.29749602127075214,0.2992238845825197,0.26459438323974627,0.21271295166015639,0.17110102844238292,0.13623745727539072,0.08280132675170904
Hour 20,0.09812668800354005,0.19405050277709962,0.28281374931335446,0.37559814453125,0.4418529033660889,0.5089262008666992,0.5891796398162842,0.6691924285888672,0.7455930805206299,0.7977786064147949,2.646780014038086,0.16697368621826186,0.22441068649292012,0.2237139892578127,0.22968402862548848,0.2726470184326174,0.23888883590698262,0.19282768249511736,0.18600259780883804,0.12474925994873058,0.083108196258545
Hour 21,0.12039755363464355,0.23114125289916992,0.346277433013916,0.4267238815307617,0.5273919830322266,0.5979501068115234,0.6918242134094239,0.7834939971923828,0.8813789909362792,0.9321614761352539,3.6798529815673824,0.05682720947265634,0.052138579559326256,0.1597984680175783,0.15042443618774431,0.13250841979980482,0.13453524017333998,0.12704065246582044,0.09906390609741221,0.08016083679199226,0.05347341995239263
Hour 22,0.15923030853271486,0.2361434555053711,0.3331767654418945,0.4243811798095703,0.4754314422607422,0.5596757125854492,0.6146170043945313,0.5898228454589843,0.651694564819336,0.709438705444336,4.534732818603516,1.0995536804199217,0.030989513397216825,0.03784378051757816,0.09010446548461921,0.09513565063476571,0.09046115875244148,0.07262634277343756,0.07534687042236335,0.054315223693847704,0.03020057678222659
Hour 23,0.1558145893096924,0.2555278564453125,0.31834953918457026,0.411613345336914,0.4897983016967773,0.5596743896484374,0.6451085487365723,0.7110425476074218,0.7357088081359862,0.7921957855224608,6.149655227661132,3.5502779693603497,2.7096807678222636,2.258655175781248,2.011293180847166,1.1776452133178692,0.004357772827148491,0.01283222656250005,0.013305104827880901,0.030610296630859422,0.050998698425293025
Hour 24,0.1259086982727051,0.2458133682250977,0.36843214759826665,0.4789936035156251,0.5885022125244141,0.6861317207336427,0.7920581096649172,0.8939708648681642,1.0014989879608156,1.0638542098999026,3.9122714233398455,2.6755169372558627,2.245290305328372,1.774244238281253,1.2895660644531282,0.936505131530765,0.7225689353942905,0.0047702056884764985,0.007728941345214799,0.01881771240234373,0.0281800277709961
