733457,1
733458,0.999888623517214
733464,0.999209236912233
733486,0.996664082261331
733578,0.985787288679762
733669,0.976098359658714
733759,0.967330317778432
733849,0.959004956004121
733942,0.950673880764453
734033,0.942511147414777
734123,0.934315253691080
734188,0.926896692820308
734555,0.891615154298863
734919,0.855991160357668
735284,0.819887102250456
735649,0.783753947849736
736014,0.747802679174281
736379,0.712370658334561
736746,0.677733837362591
737110,0.644300588496753
737475,0.612067369281301
737840,0.581075571118905
738206,0.551910196834323
738573,0.523911414705452
738937,0.497608738242246
739301,0.472734633348053
739667,0.449181319307778
740032,0.426979703564621
740397,0.406057937301772
740764,0.386237139098681
741128,0.367748914548798
741493,0.350230940948338
741858,0.333730111995595
742223,0.318190352118269
742591,0.303476421796163
742955,0.289725424325110
743319,0.276758055288121
743684,0.264486506795136
744050,0.252892525297760
744415,0.241917939429932
744782,0.231457443987178
745146,0.221615068927810
745511,0.212275864257182
745876,0.203383561872421
746241,0.194938017971703
746606,0.186912028676603
746973,0.179261338851498
747337,0.172016784331295
747702,0.165095522740575
748067,0.158494279473942
748433,0.152194100045863
748800,0.146143745438550
749164,0.140413849852331
749528,0.134942506207164
749894,0.129706968854180
750259,0.124707452538527
750624,0.119936319551853
750991,0.115359940640544
751355,0.111044212801164
751720,0.106903534131373
